player_id,short_name,overall,potential,value_eur,wage_eur,age,club_team_id,club_name,league_id,league_name,club_position,nationality_name,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,first_position,ST,CM,CF,GK,LW,CDM,CB,RW,CAM,RB,RM,LB,LM,LWB,RWB,forward_1,forward_2,forward_3,forward_4,forward_5,skill_forward_1,skill_forward_2,skill_forward_3,skill_forward_4,skill_forward_5,x
189881,C. Smalling,84,84,2.0e7,88000.0,33,52,Roma,31.0,Serie A,CB,England,34000000,62,47,58,62,87,82,CB,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,84.0,83.0,82.0,81.0,80.0,87.0,86.0,85.0,84.0,83.0,x[189881]
201024,K. Koulibaly,84,84,2.75e7,62000.0,32,605,Al Hilal,350.0,Pro League,RCB,Senegal,44000000,76,48,63,68,84,83,CB,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,84.0,84.0,83.0,82.0,81.0,84.0,84.0,83.0,82.0,81.0,x[201024]
216460,J. Giménez,83,85,3.65e7,71000.0,28,240,Atlético Madrid,53.0,La Liga,SUB,Uruguay,77600000,71,46,58,61,85,82,CB,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,84.0,85.0,85.0,85.0,85.0,86.0,87.0,87.0,87.0,87.0,x[216460]
233486,R. Le Normand,82,87,4.0e7,41000.0,26,457,Real Sociedad,53.0,La Liga,LCB,Spain,87000000,62,26,54,59,84,79,CB,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,83.25,84.5,85.75,87.0,87.0,85.25,86.5,87.75,89.0,89.0,x[233486]
247851,Bruno Guimarães,84,87,5.55e7,145000.0,25,13,Newcastle United,13.0,Premier League,CM,Brazil,109600000,71,74,81,84,80,81,CM,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,85.0,86.0,87.0,87.0,87.0,82.0,83.0,84.0,84.0,84.0,x[247851]
227535,R. Bentancur,82,85,3.95e7,100000.0,26,18,Tottenham Hotspur,13.0,Premier League,SUB,Uruguay,78000000,70,67,81,83,79,77,CM,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,83.5,85.0,85.0,85.0,85.0,82.5,84.0,84.0,84.0,84.0,x[227535]
216393,Y. Tielemans,82,84,3.75e7,100000.0,26,2,Aston Villa,13.0,Premier League,SUB,Belgium,74100000,50,79,85,79,69,69,CM,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,83.0,84.0,84.0,84.0,84.0,86.0,87.0,87.0,87.0,87.0,x[216393]
239807,D. Frattesi,80,86,3.3e7,20000.0,23,44,Inter,31.0,Serie A,SUB,Italy,0,79,71,78,81,68,70,CM,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,81.2,82.4,83.6,84.8,86.0,79.19999999999999,80.4,81.6,82.80000000000001,84.0,x[239807]
247495,Moncayola,78,83,2.05e7,29000.0,25,479,Osasuna,53.0,La Liga,RCM,Spain,44600000,64,66,75,78,73,70,CM,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,79.66666666666667,81.33333333333333,83.0,83.0,83.0,76.66666666666669,78.33333333333331,80.0,80.0,80.0,x[247495]
244260,Dani Olmo,83,87,5.05e7,71000.0,25,112172,RB Leipzig,19.0,Bundesliga,LAM,Spain,89600000,68,76,82,86,50,59,CAM,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,84.33333333333333,85.66666666666667,87.0,87.0,87.0,83.33333333333331,84.66666666666669,86.0,86.0,86.0,x[244260]
222077,M. Locatelli,82,86,3.85e7,105000.0,25,45,Juventus,31.0,Serie A,CDM,Italy,68300000,67,70,80,78,79,80,CDM,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,83.0,84.0,85.0,86.0,86.0,81.0,82.0,83.0,84.0,84.0,x[222077]
223959,L. Torreira,82,84,3.3e7,53000.0,27,325,Galatasaray,68.0,Super Lig,RCM,Uruguay,65200000,76,70,77,80,79,78,CDM,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,83.0,84.0,84.0,84.0,84.0,78.0,79.0,79.0,79.0,79.0,x[223959]
233084,N. Molina,82,86,3.95e7,59000.0,25,240,Atlético Madrid,53.0,La Liga,RWB,Argentina,83900000,85,67,76,79,78,71,RB,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,83.33333333333333,84.66666666666667,86.0,86.0,86.0,72.33333333333331,73.66666666666669,75.0,75.0,75.0,x[233084]
237221,J. Foyth,80,85,2.9e7,34000.0,25,483,Villarreal,53.0,La Liga,RB,Argentina,63100000,71,46,71,72,81,77,RB,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,81.66666666666667,83.33333333333333,85.0,85.0,85.0,78.66666666666669,80.33333333333331,82.0,82.0,82.0,x[237221]
244369,V. Tsygankov,82,85,4.05e7,37000.0,25,110062,Girona,53.0,La Liga,RM,Ukraine,88100000,85,78,79,81,46,61,RM,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,83.5,85.0,85.0,85.0,85.0,80.5,82.0,82.0,82.0,82.0,x[244369]
255475,Antony,81,87,4.05e7,120000.0,23,11,Manchester United,13.0,Premier League,RW,Brazil,85100000,83,76,74,87,46,73,RW,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,82.5,84.0,85.5,87.0,87.0,88.5,90.0,91.5,93.0,93.0,x[255475]
246172,S. Chukwueze,81,86,3.9e7,71000.0,24,47,Milan,31.0,Serie A,SUB,Nigeria,69200000,89,75,74,84,36,63,RW,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,82.66666666666667,84.33333333333333,86.0,86.0,86.0,85.66666666666669,87.33333333333331,89.0,89.0,89.0,x[246172]
235619,M. Edwards,80,85,3.2e7,17000.0,24,237,Sporting CP,308.0,Liga Portugal,RW,England,66400000,85,73,71,86,33,48,RW,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,81.66666666666667,83.33333333333333,85.0,85.0,85.0,87.66666666666669,89.33333333333331,91.0,91.0,91.0,x[235619]
229984,B. Chilwell,81,84,3.1e7,105000.0,26,5,Chelsea,13.0,Premier League,LM,England,61200000,74,60,78,78,77,73,LB,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,82.5,84.0,84.0,84.0,84.0,74.5,76.0,76.0,76.0,76.0,x[229984]
